OBJECTID,Place,תאריך,שעות שהייה,x,y
1939042,ארומה - Be'er Sheva,22/7/2020,מ 2020-07-22 20:00 עד 2020-07-22 20:30,34.81152840000004,31.24442140000008
1939043,קופת חולים מאוחדת חדרה - חדרה,22/7/2020,מ 2020-07-22 10:00 עד 2020-07-22 10:30,34.88502280000006,32.43482910000006
1939044,פסטורל - אלעד,20/7/2020,מ 2020-07-20 12:30 עד 2020-07-20 14:30,34.96185030000004,32.05295190000004
1939045,"יוסי מראות בע""מ - בני ברק",19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 10:30,34.82953550000008,32.09704990000006
1939046,"יוסי מראות בע""מ - בני ברק",20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 10:30,34.82953550000008,32.09704990000006
1939047,סטאר בוקס קופי - STAR BOX COFFEE - الغربيه,19/7/2020,מ 2020-07-19 12:00 עד 2020-07-19 13:30,35.03226950000004,32.42729440000005
1939048,מקס סטוק - באר שבע,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 20:00,34.813549300000034,31.24365070000005
1939049,"הום סנטר, אילת - אילת",19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 13:00,34.95579800000007,29.565140400000075
1939050,רמי לוי שיווק השקמה - אילת,21/7/2020,מ 2020-07-21 14:00 עד 2020-07-21 15:00,34.96188650000005,29.569606900000053
1939051,רמי לוי שיווק השקמה - אילת,21/7/2020,מ 2020-07-21 14:00 עד 2020-07-21 15:00,34.96188650000005,29.569606900000053
1939052,השיפודיה של שופן - באר שבע,22/7/2020,מ 2020-07-22 15:00 עד 2020-07-22 16:00,34.79977800000006,31.24360660000008
1939053,יינות ביתן - אילת,23/7/2020,מ 2020-07-23 11:00 עד 2020-07-23 12:00,34.955107300000066,29.565822800000035
1939054,המרכז הרפואי יוספטל - אילת,22/7/2020,מ 2020-07-22 13:00 עד 2020-07-22 14:00,34.94035390000005,29.554470800000047
1939055,קינג סטור - נוף הגליל,19/7/2020,מ 2020-07-19 14:30 עד 2020-07-19 16:00,35.30340680000006,32.69339430000008
1939056,"מכבי י""א באר שבע - באר שבע",19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 17:30,34.769055500000036,31.26153020000004
1939057,ויקטורי - שוהם,21/7/2020,מ 2020-07-21 17:30 עד 2020-07-21 18:00,34.94673930000005,32.005425900000034
1939058,המשביר לצרכן - אילת,19/7/2020,מ 2020-07-19 11:30 עד 2020-07-19 12:30,34.95184980000005,29.556788200000028
1939059,כנסייה מרונית - נצרת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,35.29510700000003,32.704165000000046
1939060,רנואר - הרצליה,20/7/2020,מ 2020-07-20 18:00 עד 2020-07-20 21:00,34.810500500000046,32.16731450000003
1939061,"הום סנטר, ביג באר שבע - באר שבע",19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 12:00,34.814410000000066,31.245294000000055
1939062,איקאה IKEA - ראשון לציון,19/7/2020,מ 2020-07-19 16:30 עד 2020-07-19 19:30,34.77126100000004,31.95156000000003
1939063,מגה בעיר - באר שבע,19/7/2020,מ 2020-07-19 16:00 עד 2020-07-19 17:00,34.797218600000065,31.270022400000073
1939064,קינג סטור - נוף הגליל,19/7/2020,מ 2020-07-19 14:30 עד 2020-07-19 16:00,35.30340680000006,32.69339430000008
1939065,עיצוב שיער אבי - חולון,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-19 19:00,34.79011820000005,32.01226870000005
1939066,מכבידנט - רמת גן,19/7/2020,מ 2020-07-19 17:30 עד 2020-07-19 18:30,34.81500600000004,32.08208150000007
1939067,ציון התנא רבי שמעון בר יוחאי - מירון,20/7/2020,מ 2020-07-20 14:00 עד 2020-07-20 15:00,35.440615200000025,32.980786400000056
1939068,בית כנסת ספרדי אהל שלום - תל אביב יפו,19/7/2020,מ 2020-07-20 06:00 עד 2020-07-20 07:00,34.77897340000004,32.05070040000004
1939069,איזי קפה Eazy cafe - תל אביב יפו,20/7/2020,מ 2020-07-20 21:00 עד 2020-07-20 23:00,34.77917480000008,32.08580790000008
1939070,בנק אגוד - ראשון לציון,20/7/2020,מ 2020-07-20 10:30 עד 2020-07-20 12:00,34.774036900000056,31.989261300000067
1939071,בית רופאים מכבי שירותי בריאות כפר גנים - פתח תקווה,20/7/2020,מ 2020-07-20 08:05 עד 2020-07-20 08:25,34.86953530000005,32.07410880000003
1939072,קניון גנים - פתח תקווה,19/7/2020,מ 2020-07-19 15:00 עד 2020-07-19 16:00,34.86957170000005,32.07421880000004
1939073,ארומה - קרית אתא,23/7/2020,מ 2020-07-23 11:00 עד 2020-07-23 11:15,35.07171800000003,32.81194700000003
1939074,"יינות ביתן, נווה זאב - באר שבע",19/7/2020,מ 2020-07-19 20:00 עד 2020-07-19 20:30,34.773518300000035,31.23920460000005
1939075,שופרסל דיל כוכב יאיר - כוכב יאיר צור יגאל,19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 12:00,34.981683100000055,32.218972300000075
1939076,מקדונלד'ס - דימונה,20/7/2020,מ 2020-07-20 13:00 עד 2020-07-20 13:30,35.020417000000066,31.05945500000007
1939077,אווז הזהב - באר שבע,22/7/2020,מ 2020-07-22 14:00 עד 2020-07-22 15:00,34.80608920000003,31.244123400000035
1939078,מחסני השוק עין יהב - עין יהב,21/7/2020,מ 2020-07-21 17:00 עד 2020-07-21 17:30,35.23342660000003,30.656703400000023
1939079,מקס סטוק - בני ברק,19/7/2020,מ 2020-07-19 12:00 עד 2020-07-19 12:30,34.836106200000074,32.10377570000003
1939080,"הום סנטר, בני ברק - בני ברק",19/7/2020,מ 2020-07-19 12:30 עד 2020-07-19 13:00,34.82996090000006,32.100476300000025
1939081,פנדורה - חולון,19/7/2020,מ 2020-07-19 09:30 עד 2020-07-19 10:15,34.779430400000024,32.012287800000024
1939082,סופר טייבה - טייבה,19/7/2020,מ 2020-07-19 15:00 עד 2020-07-19 15:30,35.00388620000007,32.265583700000036
1939083,ישיבת שערי אליהו - בני ברק,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-19 13:00,34.83305990000008,32.08236750000003
1939084,ישיבת שערי אליהו - בני ברק,19/7/2020,מ 2020-07-19 16:00 עד 2020-07-19 19:00,34.83305990000008,32.08236750000003
1939085,ישיבת שערי אליהו - בני ברק,20/7/2020,מ 2020-07-20 16:00 עד 2020-07-20 19:00,34.83305990000008,32.08236750000003
1939086,מסגד עומר אבן אל ח'טאב - כפר קאסם,21/7/2020,מ 2020-07-21 17:00 עד 2020-07-21 17:30,34.979171000000065,32.11144000000007
1939087,קסטרו - כרמיאל,20/7/2020,מ 2020-07-20 19:00 עד 2020-07-20 20:30,35.32311200000004,32.92701100000005
1939088,בר כל - בני ברק,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 19:30,34.84104180000003,32.084817300000054
1939089,חוף הצוק,19/7/2020,מ 2020-07-19 13:00 עד 2020-07-19 15:00,34.79057830000005,32.14166750000004
1939090,"ביאליק 18, רמת גן",20/7/2020,מ 2020-07-20 11:00 עד 2020-07-20 13:00,34.81495430000007,32.08049740000007
1939091,"ברקאי 20, רמת גן",19/7/2020,מ 2020-07-19 08:30 עד 2020-07-19 10:00,34.82684190000003,32.07683120000007
1939092,"שפירא 5, רמת גן",19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 12:00,34.80489490000008,32.08125280000007
1939093,בית החולים המשפחה הקדושה - נצרת,20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 15:00,35.310839000000044,32.70489800000007
1939094,בית החולים המשפחה הקדושה - נצרת,21/7/2020,מ 2020-07-21 08:00 עד 2020-07-21 11:30,35.310839000000044,32.70489800000007
1939095,בית החולים המשפחה הקדושה - נצרת,22/7/2020,מ 2020-07-22 08:00 עד 2020-07-22 15:00,35.310839000000044,32.70489800000007
1939096,בית החולים המשפחה הקדושה - נצרת,23/7/2020,מ 2020-07-23 08:00 עד 2020-07-23 15:00,35.310839000000044,32.70489800000007
1939097,מזוז - סופרמרקט - יבנה,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 09:30,34.742054600000074,31.866590600000052
1939098,נוף הגליל - Merkaza - נוף הגליל,20/7/2020,מ 2020-07-20 09:00 עד 2020-07-20 11:30,35.335905000000025,32.71348370000004
1939099,אושר עד - באר שבע,19/7/2020,מ 2020-07-19 14:00 עד 2020-07-19 16:00,34.811010500000066,31.21332850000005
1939100,מלון רמדה - נתניה,18/7/2020,מ 2020-07-19 00:00 עד 2020-07-19 23:30,34.846416300000044,32.31335380000007
1939101,מלון רמדה - נתניה,19/7/2020,מ 2020-07-20 00:00 עד 2020-07-20 23:30,34.846416300000044,32.31335380000007
1939102,"הרצל 40, גן יבנה",19/7/2020,מ 2020-07-19 20:30 עד 2020-07-19 23:00,34.708407400000056,31.786013500000024
1939103,שילב - בני ברק,21/7/2020,מ 2020-07-21 17:00 עד 2020-07-21 18:30,34.82671920000007,32.09801330000005
1939104,"קופ""ח מכבי - רחובות",20/7/2020,מ 2020-07-20 15:05 עד 2020-07-20 15:15,34.808582400000034,31.89679160000003
1939105,כל בו חצי חינם - פתח תקווה,21/7/2020,מ 2020-07-21 08:30 עד 2020-07-21 09:00,34.87553400000007,32.09949750000004
1939106,נעלי נמרוד נצרת - נצרת,22/7/2020,מ 2020-07-22 10:00 עד 2020-07-22 16:00,35.300831800000026,32.696021700000074
1939107,נעלי נמרוד נצרת - נצרת,21/7/2020,מ 2020-07-21 16:00 עד 2020-07-21 22:00,35.300831800000026,32.696021700000074
1939108,IziEng Academy - נצרת,22/7/2020,מ 2020-07-22 17:00 עד 2020-07-22 20:30,35.29223110000004,32.69710520000007
1939109,במבו וילג' - נתניה,19/7/2020,מ 2020-07-19 13:30 עד 2020-07-19 14:30,34.83387940000006,32.27327950000006
1939110,בית כנסת אור תורה - דימונה,21/7/2020,מ 2020-07-22 06:00 עד 2020-07-22 07:00,35.030755800000065,31.06153420000004
1939111,Prima Spa Club Dead Sea- פרימה ספא קלאב ים המלח - עין בוקק,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-20 16:00,35.36152160000006,31.19529140000003
1939112,מכבידנט - בני ברק,20/7/2020,מ 2020-07-20 08:30 עד 2020-07-20 09:00,34.83071670000004,32.08601690000006
1939113,בית כנסת ושטיבלאך 'זיו יהודה' - בני ברק,20/7/2020,מ 2020-07-20 18:00 עד 2020-07-20 19:00,34.83791740000004,32.09726690000008
1939114,בית מדרש תפארת נחמן - בני ברק,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 09:00,34.83284160000005,32.09055840000008
1939115,"אברהם שווק כרמיאל בע""מ - כרמיאל",22/7/2020,מ 2020-07-22 16:30 עד 2020-07-22 18:00,35.30916670000005,32.923333300000024
1939116,בריאותא באר שבע - באר שבע,19/7/2020,מ 2020-07-19 16:00 עד 2020-07-19 18:00,34.81190790000005,31.24797570000004
1939117,בית ספר שנלר - נצרת,20/7/2020,מ 2020-07-20 09:30 עד 2020-07-20 11:30,35.28645700000004,32.70166000000006
1939118,Fixme - נתניה,21/7/2020,מ 2020-07-21 12:00 עד 2020-07-21 12:30,34.87424690000006,32.32053120000006
1939119,יוחננוף נתניה - נתניה,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 19:30,34.86640610000006,32.28686110000007
1939120,Nori Netanya - נתניה,19/7/2020,מ 2020-07-19 21:30 עד 2020-07-19 23:00,34.865873700000066,32.288730300000054
1939121,יד שרה - תל אביב יפו,22/7/2020,מ 2020-07-22 10:30 עד 2020-07-22 11:00,34.77933960000007,32.07729430000006
1939122,יד שרה - גבעתיים,22/7/2020,מ 2020-07-22 11:00 עד 2020-07-22 11:30,34.81565630000006,32.06932310000008
1939123,"ארט סטודיו בע""מ - Rosh Haayin",19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 12:00,34.95608130000005,32.116324700000064
1939124,ציון התנא הקדוש רבי מאיר בעל הנס - טבריה,19/7/2020,מ 2020-07-19 15:00 עד 2020-07-19 16:00,35.549862500000074,32.76605090000004
1939125,כללית - עין מאהל,19/7/2020,מ 2020-07-19 11:30 עד 2020-07-19 12:30,35.35336900000004,32.72429400000004
1939126,Regalo - נוף הגליל,23/7/2020,מ 2020-07-23 10:00 עד 2020-07-23 15:00,35.30457730000006,32.694373400000075
1939127,Regalo - נוף הגליל,19/7/2020,מ 2020-07-19 13:00 עד 2020-07-19 21:00,35.30457730000006,32.694373400000075
1939128,Regalo - נוף הגליל,20/7/2020,מ 2020-07-20 16:00 עד 2020-07-20 21:30,35.30457730000006,32.694373400000075
1939129,Regalo - נוף הגליל,21/7/2020,מ 2020-07-21 10:00 עד 2020-07-21 13:30,35.30457730000006,32.694373400000075
1939130,Regalo - נוף הגליל,22/7/2020,מ 2020-07-22 16:00 עד 2020-07-22 21:30,35.30457730000006,32.694373400000075
1939131,"מתנ""ס גן יבנה - גן יבנה",19/7/2020,מ 2020-07-19 20:30 עד 2020-07-19 23:00,34.707254000000034,31.78580500000004
1939132,יוחננוף - גן יבנה,20/7/2020,מ 2020-07-20 13:30 עד 2020-07-20 14:00,34.704610900000034,31.795209400000033
1939133,ארגז בר - תל אביב יפו,20/7/2020,מ 2020-07-21 00:00 עד 2020-07-21 01:00,34.76929450000006,32.079222300000026
1939134,מאוחדת אשדוד קרן היסוד - אשדוד,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 19:30,34.642281800000035,31.79978790000007
1939135,נאטורפיל - אשדוד,20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 10:30,34.639043300000026,31.792348100000027
1939136,מאוחדת אשדוד קרן היסוד - אשדוד,20/7/2020,מ 2020-07-20 10:30 עד 2020-07-20 11:30,34.642281800000035,31.79978790000007
1939137,מאוחדת קרית מלאכי - קרית מלאכי,20/7/2020,מ 2020-07-20 12:30 עד 2020-07-20 14:30,34.74669330000006,31.73041560000007
1939138,יוחננוף - רחובות,21/7/2020,מ 2020-07-21 15:30 עד 2020-07-21 16:30,34.78985000000006,31.894348200000024
1939139,רמי לוי שיווק השקמה - באר שבע - באר שבע,23/7/2020,מ 2020-07-23 11:00 עד 2020-07-23 12:00,34.79728730000005,31.23292730000003
1939140,רמי לוי שיווק השקמה - באר שבע סניף קניון ביג - באר שבע,21/7/2020,מ 2020-07-21 12:00 עד 2020-07-21 13:30,34.81184160000004,31.24126320000005
1939141,שופרסל דיל רמות הרכס - באר שבע,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-19 09:30,34.799213800000075,31.282564700000023
1939142,גן הבנים - נתיבות,19/7/2020,מ 2020-07-19 23:30 עד 2020-07-20 01:00,34.58484980000003,31.413329000000033
1939143,קניון מול הים - אילת,20/7/2020,מ 2020-07-20 10:00 עד 2020-07-20 11:00,34.95474600000006,29.55094900000006
1939144,קסטרו אילת אייס מול - אילת,20/7/2020,מ 2020-07-20 11:30 עד 2020-07-20 13:00,34.96560960000005,29.554104000000052
1939145,המקסיקני - באר שבע,20/7/2020,מ 2020-07-20 16:00 עד 2020-07-20 23:00,34.79155550000007,31.23789750000003
1939146,מרכז מסחרי קריית גת - קרית גת,22/7/2020,מ 2020-07-22 10:00 עד 2020-07-22 14:30,34.77231960000006,31.606117700000027
1939147,סופר-פארם ביג קרית גת - קרית גת,22/7/2020,מ 2020-07-22 14:00 עד 2020-07-22 14:30,34.77096940000007,31.602513800000057
1939148,מאוחדת אשדוד קרן היסוד - אשדוד,20/7/2020,מ 2020-07-20 14:30 עד 2020-07-20 16:30,34.642281800000035,31.79978790000007
1939149,"נאטורפיל, אשדוד - אשדוד",22/7/2020,מ 2020-07-22 10:00 עד 2020-07-22 10:30,34.71262690000003,31.789459200000067
1939150,מאוחדת אשדוד קרן היסוד - אשדוד,21/7/2020,מ 2020-07-21 09:30 עד 2020-07-21 19:00,34.642281800000035,31.79978790000007
1939151,ברנרד - ראשון לציון,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 23:30,34.79707200000007,31.964064000000064
1939152,מרכז האופטיקה באר שבע - באר שבע,19/7/2020,מ 2020-07-19 09:30 עד 2020-07-19 10:00,34.79929860000004,31.24385360000008
1939153,מיט&בר נתיבות - Netivot,20/7/2020,מ 2020-07-20 17:30 עד 2020-07-20 22:30,34.599042600000075,31.418473300000073
1939154,שמורת טבע נחל עיון - מטולה,21/7/2020,מ 2020-07-21 11:00 עד 2020-07-21 12:00,35.58152260000003,33.26947700000005
1939155,יינות ביתן - החלמונית - ראשון לציון,20/7/2020,מ 2020-07-20 16:45 עד 2020-07-20 17:15,34.78323000000006,31.969672700000046
1939156,לידר - בגדי ילדים - נתיבות,21/7/2020,מ 2020-07-21 14:00 עד 2020-07-21 18:00,34.598942400000055,31.423903600000074
1939157,לידר - בגדי ילדים - נתיבות,20/7/2020,מ 2020-07-20 16:00 עד 2020-07-20 20:00,34.598942400000055,31.423903600000074
1939158,רמי לוי שיווק השקמה - עכו,22/7/2020,מ 2020-07-22 16:00 עד 2020-07-22 18:00,35.09081360000005,32.89937420000007
1939159,המשביר לצרכן - חדרה,22/7/2020,מ 2020-07-22 15:00 עד 2020-07-22 16:00,34.92166670000006,32.43805560000004
1939160,"לח""י 4, ראשון לציון",20/7/2020,מ 2020-07-20 14:00 עד 2020-07-20 16:30,34.764967900000045,31.986271800000058
1939161,גלקסיה - צעצועים מכוכב אחר! - קרית עקרון,21/7/2020,מ 2020-07-21 10:00 עד 2020-07-21 11:00,34.81340200000005,31.860422000000028
1939162,"למטייל עודפים - מתחם ביל""ו - קרית עקרון",21/7/2020,מ 2020-07-21 11:00 עד 2020-07-21 12:00,34.81447890000004,31.86503390000007
1939163,צומת ספרים - קיבוץ ברנר,19/7/2020,מ 2020-07-19 13:00 עד 2020-07-19 14:00,34.80657310000004,31.861318100000062
1939164,הפיראט האדום - קרית עקרון,21/7/2020,מ 2020-07-21 10:00 עד 2020-07-21 11:00,34.814615100000026,31.86102340000008
1939165,בולנז'רי 96 - תל אביב יפו,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 18:30,34.79389880000008,32.06958860000003
1939166,דרים ספורט - ראשון לציון,20/7/2020,מ 2020-07-20 18:00 עד 2020-07-20 18:30,34.771100700000034,31.984592500000076
1939167,מסעדת אלמאס - טמרה,24/7/2020,מ 2020-07-24 19:00 עד 2020-07-24 19:30,35.17776450000008,32.856561200000044
1939168,בנק הפועלים - דימונה,19/7/2020,מ 2020-07-19 09:30 עד 2020-07-19 10:00,35.03236320000008,31.06355700000006
1939169,עין מאהל - עין מאהל,20/7/2020,מ 2020-07-20 15:00 עד 2020-07-20 15:30,35.35258200000004,32.72322400000007
